254,الأدفأ,أ,ف,6
255,الأكفأ,أ,ف,6
256,الدفأ,أ,ف,5
257,المدفأ,أ,ف,6
258,المرفأ,أ,ف,6
259,المطفأ,أ,ف,6
260,الكأ,أ,ك,4
261,المتكأ,أ,ك,6
262,التلألأ,أ,ل,7
263,الكلأ,أ,ل,5
264,المكلأ,أ,ل,6
265,الملأ,أ,ل,5
266,الحمأ,أ,م,5
267,الظمأ,أ,م,5
268,المومأ,أ,م,6
269,المشنأ,أ,ن,6
270,المهنأ,أ,ن,6
271,الأسوأ,أ,و,6
272,المشيأ,أ,ي,6
273,المهيأ,أ,ي,6
275,يباب,ب,ا,4
276,يتاب,ب,ا,4
277,يتحاب,ب,ا,5
278,يتساب,ب,ا,5
279,يتصاب,ب,ا,5
280,يتغاب,ب,ا,5
281,يثاب,ب,ا,4
282,يجاب,ب,ا,4
283,يجتاب,ب,ا,5
284,يحاب,ب,ا,4
285,يخاب,ب,ا,4
286,يذاب,ب,ا,4
287,يراب,ب,ا,4
288,يرتاب,ب,ا,5
289,يزاب,ب,ا,4
290,يساب,ب,ا,4
291,يستتاب,ب,ا,6
292,يستجاب,ب,ا,6
293,يستراب,ب,ا,6
294,يستطاب,ب,ا,6
295,يستغاب,ب,ا,6
296,يستناب,ب,ا,6
297,يشاب,ب,ا,4
298,يصاب,ب,ا,4
299,يطاب,ب,ا,4
300,يعاب,ب,ا,4
301,يغاب,ب,ا,4
302,يغتاب,ب,ا,5
303,يقاب,ب,ا,4
304,يقتاب,ب,ا,5
305,يلاب,ب,ا,4
306,يناب,ب,ا,4
307,ينتاب,ب,ا,5
308,ينجاب,ب,ا,5
309,ينساب,ب,ا,5
310,ينصاب,ب,ا,5
311,يهاب,ب,ا,4
312,يهتاب,ب,ا,5
313,الآداب,ب,ا,6
314,الآراب,ب,ا,6
315,الأبواب,ب,ا,7
316,الأتراب,ب,ا,7
317,الأتعاب,ب,ا,7
318,الأثقاب,ب,ا,7
319,الأثواب,ب,ا,7
320,الأجباب,ب,ا,7
321,الأجلاب,ب,ا,7
322,الأجناب,ب,ا,7
323,الأحباب,ب,ا,7
324,الأحزاب,ب,ا,7
325,الأحساب,ب,ا,7
326,الأحطاب,ب,ا,7
327,الأحقاب,ب,ا,7
328,الأخراب,ب,ا,7
329,الأخشاب,ب,ا,7
330,الأخصاب,ب,ا,7
331,الأدباب,ب,ا,7
332,الأذناب,ب,ا,7
333,الأرباب,ب,ا,7
334,الأرطاب,ب,ا,7
335,الأرواب,ب,ا,7
336,الأزباب,ب,ا,7
337,الأسباب,ب,ا,7
338,الأسلاب,ب,ا,7
339,الأشناب,ب,ا,7
340,الأصباب,ب,ا,7
341,الأصحاب,ب,ا,7
342,الأصلاب,ب,ا,7
343,الأضراب,ب,ا,7
344,الأطراب,ب,ا,7
345,الأطناب,ب,ا,7
346,الأعباب,ب,ا,7
347,الأعتاب,ب,ا,7
348,الأعجاب,ب,ا,7
349,الأعراب,ب,ا,7
350,الأعزاب,ب,ا,7
351,الأعشاب,ب,ا,7
352,الأعصاب,ب,ا,7
353,الأعقاب,ب,ا,7
354,الأعناب,ب,ا,7
355,الأغباب,ب,ا,7
356,الأغراب,ب,ا,7
357,الأقتاب,ب,ا,7
358,الأقشاب,ب,ا,7
359,الأقصاب,ب,ا,7
360,الأقطاب,ب,ا,7
361,الأقواب,ب,ا,7
362,الأكواب,ب,ا,7
363,الألباب,ب,ا,7
364,الألعاب,ب,ا,7
365,الألقاب,ب,ا,7
366,الأنجاب,ب,ا,7
367,الأنداب,ب,ا,7
368,الأنساب,ب,ا,7
369,الأنصاب,ب,ا,7
370,الأنقاب,ب,ا,7
371,الأنياب,ب,ا,7
372,الأهداب,ب,ا,7
373,الأواب,ب,ا,6
374,الأوراب,ب,ا,7
375,الأوشاب,ب,ا,7
376,الأوصاب,ب,ا,7
377,الأوطاب,ب,ا,7
378,الأوقاب,ب,ا,7
379,الإجاب,ب,ا,6
380,الإخصاب,ب,ا,7
381,الإرباب,ب,ا,7
382,الإرعاب,ب,ا,7
383,الإرهاب,ب,ا,7
384,الإسطرلاب,ب,ا,9
385,الإسكاب,ب,ا,7
386,الإسهاب,ب,ا,7
387,الإضراب,ب,ا,7
388,الإطراب,ب,ا,7
389,الإطناب,ب,ا,7
390,الإعجاب,ب,ا,7
391,الإعذاب,ب,ا,7
392,الإعراب,ب,ا,7
393,الإعطاب,ب,ا,7
394,الإغراب,ب,ا,7
395,الإغضاب,ب,ا,7
396,الإقلاب,ب,ا,7
397,الإكباب,ب,ا,7
398,الإكساب,ب,ا,7
399,الإلهاب,ب,ا,7
400,الإنجاب,ب,ا,7
401,الإهاب,ب,ا,6
402,الإياب,ب,ا,6
403,الإيجاب,ب,ا,7
404,الإيهاب,ب,ا,7
405,الاتهاب,ب,ا,7
406,الاجتذاب,ب,ا,8
407,الاجتلاب,ب,ا,8
408,الاجتناب,ب,ا,8
409,الاحتجاب,ب,ا,8
410,الاحتساب,ب,ا,8
411,الاحتطاب,ب,ا,8
412,الاحديداب,ب,ا,9
413,الارتقاب,ب,ا,8
414,الارتكاب,ب,ا,8
415,الارتياب,ب,ا,8
416,الازباب,ب,ا,7
417,الاستتباب,ب,ا,9
418,الاستجلاب,ب,ا,9
419,الاستجواب,ب,ا,9
420,الاستحباب,ب,ا,9
421,الاستحلاب,ب,ا,9
422,الاستشراب,ب,ا,9
423,الاستصحاب,ب,ا,9
424,الاستطباب,ب,ا,9
425,الاستعجاب,ب,ا,9
426,الاستعراب,ب,ا,9
427,الاستغراب,ب,ا,9
428,الاستقطاب,ب,ا,9
429,الاستقلاب,ب,ا,9
430,الاستكتاب,ب,ا,9
431,الاستلاب,ب,ا,8
432,الاستيعاب,ب,ا,9
433,الاستيلاب,ب,ا,9
434,الاستيهاب,ب,ا,9
435,الاصطحاب,ب,ا,8
436,الاصطخاب,ب,ا,8
437,الاضطراب,ب,ا,8
438,الاغتراب,ب,ا,8
439,الاغتصاب,ب,ا,8
440,الاغتياب,ب,ا,8
441,الاقتراب,ب,ا,8
442,الاقتضاب,ب,ا,8
443,الاكتئاب,ب,ا,8
444,الاكتتاب,ب,ا,8
445,الاكتساب,ب,ا,8
446,الالتهاب,ب,ا,8
447,الانتحاب,ب,ا,8
448,الانتخاب,ب,ا,8
449,الانتداب,ب,ا,8
450,الانتساب,ب,ا,8
451,الانتصاب,ب,ا,8
452,الانتهاب,ب,ا,8
453,الانجذاب,ب,ا,8
454,الانحجاب,ب,ا,8
455,الانسحاب,ب,ا,8
456,الانسراب,ب,ا,8
457,الانسكاب,ب,ا,8
458,الانسياب,ب,ا,8
459,الانصباب,ب,ا,8
460,الانضباب,ب,ا,8
461,الانقلاب,ب,ا,8
462,الانكباب,ب,ا,8
463,الاواب,ب,ا,6
464,الباب,ب,ا,5
465,البنجاب,ب,ا,7
466,البواب,ب,ا,6
467,البياب,ب,ا,6
468,التاب,ب,ا,5
469,التباب,ب,ا,6
470,التجاب,ب,ا,6
471,التحاب,ب,ا,6
472,التراب,ب,ا,6
473,الترحاب,ب,ا,7
474,التساب,ب,ا,6
475,التهاب,ب,ا,6
476,التواب,ب,ا,6
477,الثقاب,ب,ا,6
478,الثواب,ب,ا,6
479,الثياب,ب,ا,6
480,الجاب,ب,ا,5
481,الجباب,ب,ا,6
482,الجذاب,ب,ا,6
483,الجراب,ب,ا,6
484,الجعاب,ب,ا,6
485,الجلاب,ب,ا,6
486,الجلباب,ب,ا,7
487,الجناب,ب,ا,6
488,الجواب,ب,ا,6
489,الجياب,ب,ا,6
490,الحباب,ب,ا,6
491,الحبحاب,ب,ا,7
492,الحجاب,ب,ا,6
493,الحداب,ب,ا,6
494,الحراب,ب,ا,6
495,الحساب,ب,ا,6
496,الحطاب,ب,ا,6
497,الحقاب,ب,ا,6
498,الحلاب,ب,ا,6
499,الحلباب,ب,ا,7
500,الحنزاب,ب,ا,7
501,الحواب,ب,ا,6
502,الخباب,ب,ا,6
503,الخراب,ب,ا,6
504,الخشاب,ب,ا,6
505,الخصاب,ب,ا,6
506,الخضاب,ب,ا,6
507,الخطاب,ب,ا,6
508,الخلاب,ب,ا,6
509,الداب,ب,ا,5
510,الدباب,ب,ا,6
511,الدبداب,ب,ا,7
512,الدراب,ب,ا,6
513,الدعاب,ب,ا,6
514,الدواب,ب,ا,6
515,الدولاب,ب,ا,7
516,الدياب,ب,ا,6
517,الذئاب,ب,ا,6
518,الذباب,ب,ا,6
519,الذهاب,ب,ا,6
520,الذواب,ب,ا,6
521,الذياب,ب,ا,6
522,الرئاب,ب,ا,6
523,الراب,ب,ا,5
524,الرباب,ب,ا,6
525,الرحاب,ب,ا,6
526,الرضاب,ب,ا,6
527,الرطاب,ب,ا,6
528,الرغاب,ب,ا,6
529,الرقاب,ب,ا,6
530,الركاب,ب,ا,6
531,الرهاب,ب,ا,6
532,الرياب,ب,ا,6
533,الزباب,ب,ا,6
534,الزراب,ب,ا,6
535,الزرياب,ب,ا,7
536,الساب,ب,ا,5
537,السباب,ب,ا,6
538,السحاب,ب,ا,6
539,السذاب,ب,ا,6
540,السراب,ب,ا,6
541,السرداب,ب,ا,7
542,السغاب,ب,ا,6
543,السكاب,ب,ا,6
544,السكراب,ب,ا,7
545,السلاب,ب,ا,6
546,السنجاب,ب,ا,7
547,السواب,ب,ا,6
548,السياب,ب,ا,6
549,الشاب,ب,ا,5
550,الشباب,ب,ا,6
551,الشجاب,ب,ا,6
552,الشراب,ب,ا,6
553,الشعاب,ب,ا,6
554,الشغاب,ب,ا,6
555,الشهاب,ب,ا,6
556,الشواب,ب,ا,6
557,الشياب,ب,ا,6
558,الصؤاب,ب,ا,6
559,الصاب,ب,ا,5
560,الصباب,ب,ا,6
561,الصحاب,ب,ا,6
562,الصخاب,ب,ا,6
563,الصعاب,ب,ا,6
564,الصلاب,ب,ا,6
565,الصواب,ب,ا,6
566,الصياب,ب,ا,6
567,الضباب,ب,ا,6
568,الضراب,ب,ا,6
569,الطاب,ب,ا,5
570,الطبطاب,ب,ا,7
571,الطراب,ب,ا,6
572,الطلاب,ب,ا,6
573,يأبب,ب,ب,4
574,يبب,ب,ب,3
575,يتبب,ب,ب,4
576,يتجلبب,ب,ب,6
577,يتحبب,ب,ب,5
578,يتسبب,ب,ب,5
579,يتشبب,ب,ب,5
580,يتصبب,ب,ب,5
581,يتضبب,ب,ب,5
582,يتطبب,ب,ب,5
583,يتقبب,ب,ب,5
584,يتلبب,ب,ب,5
585,يتهبب,ب,ب,5
586,يجبب,ب,ب,4
587,يجلبب,ب,ب,5
588,يحبب,ب,ب,4
589,يخبب,ب,ب,4
590,يدبب,ب,ب,4
591,يربب,ب,ب,4
592,يزبب,ب,ب,4
593,يسبب,ب,ب,4
594,يشبب,ب,ب,4
595,يصبب,ب,ب,4
596,يضبب,ب,ب,4
597,يطبب,ب,ب,4
598,يغبب,ب,ب,4
599,يقبب,ب,ب,4
600,يكبب,ب,ب,4
601,يلبب,ب,ب,4
602,ينبب,ب,ب,4
603,يهبب,ب,ب,4
604,ييبب,ب,ب,4
605,التحبب,ب,ب,6
606,التسبب,ب,ب,6
607,التشبب,ب,ب,6
608,التصبب,ب,ب,6
609,التضبب,ب,ب,6
610,الجبب,ب,ب,5
611,الحبب,ب,ب,5
612,الدبب,ب,ب,5
613,السبب,ب,ب,5
614,الشبب,ب,ب,5
615,الصبب,ب,ب,5
616,الضبب,ب,ب,5
617,الطبب,ب,ب,5
618,القبب,ب,ب,5
619,الكبب,ب,ب,5
620,اللبب,ب,ب,5
621,المتسبب,ب,ب,7
622,المتشبب,ب,ب,7
623,المتطبب,ب,ب,7
624,المحبب,ب,ب,6
625,المدبب,ب,ب,6
626,المسبب,ب,ب,6
627,المضبب,ب,ب,6
628,المطبب,ب,ب,6
629,المقبب,ب,ب,6
630,المكبب,ب,ب,6
631,المهبب,ب,ب,6
632,يتب,ب,ت,3
633,يترتب,ب,ت,5
634,يتعاتب,ب,ت,6
635,يتعتب,ب,ت,5
636,يتكاتب,ب,ت,6
637,يتكتب,ب,ت,5
638,يجتب,ب,ت,4
639,يحتب,ب,ت,4
640,يختب,ب,ت,4
641,يرتب,ب,ت,4
642,يستب,ب,ت,4
643,يستتب,ب,ت,5
644,يستعتب,ب,ت,6
645,يستكتب,ب,ت,6
646,يشتب,ب,ت,4
647,يعاتب,ب,ت,5
648,يعتب,ب,ت,4
649,يغتب,ب,ت,4
650,يكاتب,ب,ت,5
651,يكتب,ب,ت,4
652,يكتتب,ب,ت,5
653,ينتب,ب,ت,4
654,ينكتب,ب,ت,5
655,يهتب,ب,ت,4
656,التب,ب,ت,4
657,التراتب,ب,ت,7
658,الترتب,ب,ت,6
659,التكاتب,ب,ت,7
660,الراتب,ب,ت,6
661,الرتب,ب,ت,5
662,الرواتب,ب,ت,7
663,الستب,ب,ت,5
664,العاتب,ب,ت,6
665,العتب,ب,ت,5
666,القتب,ب,ت,5
667,الكاتب,ب,ت,6
668,الكتب,ب,ت,5
669,المترتب,ب,ت,7
670,المراتب,ب,ت,7
671,المرتب,ب,ت,6
672,المستتب,ب,ت,7
673,المستكتب,ب,ت,8
674,المعاتب,ب,ت,7
675,المعتب,ب,ت,6
676,المكاتب,ب,ت,7
677,المكتب,ب,ت,6
678,المكتتب,ب,ت,7
679,يتواثب,ب,ث,6
680,يتوثب,ب,ث,5
681,يثب,ب,ث,3
682,يستثب,ب,ث,5
683,يكثب,ب,ث,4
684,ينكثب,ب,ث,5
685,يواثب,ب,ث,5
686,يوثب,ب,ث,4
687,التوثب,ب,ث,6
688,الكثب,ب,ث,5
689,المتوثب,ب,ث,7
690,الواثب,ب,ث,6
691,الوثب,ب,ث,5
692,يتحجب,ب,ج,5
693,يتعجب,ب,ج,5
694,يتوجب,ب,ج,5
695,يجب,ب,ج,3
696,يحتجب,ب,ج,5
697,يحجب,ب,ج,4
698,يرجب,ب,ج,4
699,يستجب,ب,ج,5
700,يستعجب,ب,ج,6
701,يستنجب,ب,ج,6
702,يستوجب,ب,ج,6
703,يشجب,ب,ج,4
704,يعجب,ب,ج,4
705,يلجب,ب,ج,4
706,ينتجب,ب,ج,5
707,ينجب,ب,ج,4
708,ينحجب,ب,ج,5
709,يواجب,ب,ج,5
710,يوجب,ب,ج,4
711,الأعجب,ب,ج,6
712,التحجب,ب,ج,6
713,التعجب,ب,ج,6
714,الجب,ب,ج,4
715,الحاجب,ب,ج,6
716,الحجب,ب,ج,5
717,الحواجب,ب,ج,7
718,الرجب,ب,ج,5
719,السناجب,ب,ج,7
720,الشاجب,ب,ج,6
721,الشجب,ب,ج,5
722,العجب,ب,ج,5
723,اللجب,ب,ج,5
724,المتحجب,ب,ج,7
725,المتعجب,ب,ج,7
726,المتوجب,ب,ج,7
727,المحتجب,ب,ج,7
728,المحجب,ب,ج,6
729,المرجب,ب,ج,6
730,المستوجب,ب,ج,8
731,المشاجب,ب,ج,7
732,المشجب,ب,ج,6
733,المعجب,ب,ج,6
734,المنجب,ب,ج,6
735,الموجب,ب,ج,6
736,النجب,ب,ج,5
737,الواجب,ب,ج,6
738,الوجب,ب,ج,5
739,يتسحب,ب,ح,5
740,يتصاحب,ب,ح,6
741,يحب,ب,ح,3
742,يرحب,ب,ح,4
743,يستحب,ب,ح,5
744,يستصحب,ب,ح,6
745,يسحب,ب,ح,4
746,يشحب,ب,ح,4
747,يصاحب,ب,ح,5
748,يصحب,ب,ح,4
749,يصطحب,ب,ح,5
750,ينتحب,ب,ح,5
751,ينحب,ب,ح,4
752,ينسحب,ب,ح,5
753,الأحب,ب,ح,5
754,التصاحب,ب,ح,7
755,الحب,ب,ح,4
756,الحباحب,ب,ح,7
757,الحبحب,ب,ح,6
758,الرحب,ب,ح,5
759,الساحب,ب,ح,6
760,السحب,ب,ح,5
761,الشاحب,ب,ح,6
762,الشواحب,ب,ح,7
763,الصاحب,ب,ح,6
764,الصحب,ب,ح,5
765,الصواحب,ب,ح,7
766,الصويحب,ب,ح,7
767,القحب,ب,ح,5
768,اللاحب,ب,ح,6
769,اللحب,ب,ح,5
770,المتصاحب,ب,ح,8
771,المحب,ب,ح,5
772,المرحب,ب,ح,6
773,المستحب,ب,ح,7
774,المستصحب,ب,ح,8
775,المصاحب,ب,ح,7
776,المصطحب,ب,ح,7
777,المنتحب,ب,ح,7
778,المنسحب,ب,ح,7
779,النحب,ب,ح,5
780,يتصاخب,ب,خ,6
781,يخب,ب,خ,3
782,يستنخب,ب,خ,6
783,يشخب,ب,خ,4
784,يصاخب,ب,خ,5
785,يصخب,ب,خ,4
786,يصطخب,ب,خ,5
787,ينتخب,ب,خ,5
788,ينخب,ب,خ,4
789,الخب,ب,خ,4
790,الشخب,ب,خ,5
791,الصاخب,ب,خ,6
792,الصخب,ب,خ,5
793,المناخب,ب,خ,7
794,المنتخب,ب,خ,7
795,الناخب,ب,خ,6
796,النخب,ب,خ,5
797,يؤدب,ب,د,4
798,يتأدب,ب,د,5
799,يتحادب,ب,د,6
800,يتحدب,ب,د,5
801,يتهدب,ب,د,5
802,يجدب,ب,د,4
803,يحدب,ب,د,4
804,يحدودب,ب,د,6
805,يدب,ب,د,3
806,يدبدب,ب,د,5
807,ينتدب,ب,د,5
808,يندب,ب,د,4
809,يهدب,ب,د,4
810,الآدب,ب,د,5
811,الأجدب,ب,د,6
812,الأحدب,ب,د,6
813,الأدب,ب,د,5
814,الأرادب,ب,د,7
815,الأردب,ب,د,6
816,الأهدب,ب,د,6
817,الإردب,ب,د,6
818,التأدب,ب,د,6
819,التحدب,ب,د,6
820,الجدب,ب,د,5
821,الجنادب,ب,د,7
822,الجندب,ب,د,6
823,الحدب,ب,د,5
824,الدب,ب,د,4
825,الدبادب,ب,د,7
826,القردب,ب,د,6
827,المآدب,ب,د,6
828,المؤدب,ب,د,6
829,المتأدب,ب,د,7
830,المتحدب,ب,د,7
831,المجدب,ب,د,6
832,المحدب,ب,د,6
833,المحدودب,ب,د,8
834,المدب,ب,د,5
835,المنادب,ب,د,7
836,المنتدب,ب,د,7
837,المندب,ب,د,6
838,المهدب,ب,د,6
839,النادب,ب,د,6
840,الندب,ب,د,5
841,النوادب,ب,د,7
842,الهدب,ب,د,5
843,الهندب,ب,د,6
844,يتجاذب,ب,ذ,6
845,يتجذب,ب,ذ,5
846,يتذبذب,ب,ذ,6
847,يتشذب,ب,ذ,5
848,يتعذب,ب,ذ,5
849,يتكاذب,ب,ذ,6
850,يتكذب,ب,ذ,5
851,يتهذب,ب,ذ,5
852,يجاذب,ب,ذ,5
853,يجتذب,ب,ذ,5
854,يجذب,ب,ذ,4
855,يذب,ب,ذ,3
856,يذبذب,ب,ذ,5
857,يستجذب,ب,ذ,6
858,يستعذب,ب,ذ,6
859,يشذب,ب,ذ,4
860,يعذب,ب,ذ,4
861,يكاذب,ب,ذ,5
862,يكذب,ب,ذ,4
863,ينجذب,ب,ذ,5
864,يهذب,ب,ذ,4
865,الأذب,ب,ذ,5
866,الأعذب,ب,ذ,6
867,الأكذب,ب,ذ,6
868,التجاذب,ب,ذ,7
869,التذبذب,ب,ذ,7
870,التكاذب,ب,ذ,7
871,الجاذب,ب,ذ,6
872,الجذب,ب,ذ,5
873,الجواذب,ب,ذ,7
874,الذب,ب,ذ,4
875,الذبذب,ب,ذ,6
876,الشذب,ب,ذ,5
877,العذب,ب,ذ,5
878,الكاذب,ب,ذ,6
879,الكذب,ب,ذ,5
880,الكواذب,ب,ذ,7
881,المتجاذب,ب,ذ,8
882,المتذبذب,ب,ذ,8
883,المجتذب,ب,ذ,7
884,المذب,ب,ذ,5
